id,commit_id,file_id,author_name,commit_day,commit_hour,cumulative_change_count,cumulative_bug_count,change_log_length,changed_LOC,sloc,bug_introducing,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineCode,CountDeclClass,CountDeclFunction,CountDeclInstanceMethod,CountDeclMethod,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceVariable,CountDeclMethodPrivate,MaxNesting,AvgLineBlank,AvgLineComment,CountDeclMethodDefault,CountDeclMethodProtected,Delta_AvgCyclomatic,Delta_AvgCyclomaticModified,Delta_AvgCyclomaticStrict,Delta_AvgEssential,Delta_AvgLine,Delta_AvgLineCode,Delta_CountDeclClass,Delta_CountDeclFunction,Delta_CountDeclInstanceMethod,Delta_CountDeclMethod,Delta_CountDeclMethodPublic,Delta_CountLine,Delta_CountLineBlank,Delta_CountLineCode,Delta_CountLineCodeDecl,Delta_CountLineCodeExe,Delta_CountLineComment,Delta_CountSemicolon,Delta_CountStmt,Delta_CountStmtDecl,Delta_CountStmtExe,Delta_MaxCyclomatic,Delta_MaxCyclomaticModified,Delta_MaxCyclomaticStrict,Delta_RatioCommentToCode,Delta_SumCyclomatic,Delta_SumCyclomaticModified,Delta_SumCyclomaticStrict,Delta_SumEssential,Delta_CountDeclClassMethod,Delta_CountDeclClassVariable,Delta_CountDeclInstanceVariable,Delta_CountDeclMethodPrivate,Delta_MaxNesting,Delta_AvgLineBlank,Delta_AvgLineComment,Delta_CountDeclMethodDefault,Delta_CountDeclMethodProtected
64,867,122,kirktrue, Thursday,23,14,3,44,10,108,0,1,1,1,1,7,7,2,7,7,7,2,108,15,69,33,29,24,30,39,27,12,2,2,2,0.35,8,8,8,7,0,1,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000000596046,0,0,0,0,0,0,0,0,0,0,0,0,0
65,867,124,kirktrue, Thursday,23,7,1,44,8,91,0,1,1,1,1,1,1,1,5,5,5,4,90,10,12,12,0,68,10,11,11,0,1,1,1,5.67,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000762939,0,0,0,0,0,0,0,0,0,0,0,0,0
66,867,1244,kirktrue, Thursday,23,4,0,44,33,99,1,1,1,1,1,6,5,1,7,7,7,3,99,24,54,26,21,21,28,42,25,17,3,3,3,0.39,10,10,10,7,0,0,3,1,2,0,0,0,3,0,0,0,0,-2,-2,0,3,3,3,1,19,4,9,3,3,6,3,6,3,3,0,0,0,0.06,3,3,3,3,0,0,0,1,0,-1,0,0,1
67,867,1245,kirktrue, Thursday,23,5,1,44,33,124,1,3,3,3,1,17,13,1,5,5,5,5,124,29,80,21,48,15,37,61,21,40,12,12,12,0.19,19,19,19,9,0,0,1,0,4,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,9,3,6,1,5,0,3,5,1,4,0,0,0,-0.01,2,2,2,0,0,0,0,0,0,1,0,0,0
68,867,1246,kirktrue, Thursday,23,5,1,44,18,45,0,1,1,1,1,5,5,1,3,3,3,3,45,10,20,7,9,15,8,14,7,7,3,3,3,0.75,5,5,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-4,-1,-3,-1,-1,0,-1,-2,-1,-1,0,0,0,0.1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
69,867,1251,kirktrue, Thursday,23,3,0,44,6,53,0,1,1,1,1,4,4,1,4,4,4,4,53,12,26,15,6,15,14,19,13,6,1,1,1,0.58,4,4,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0000000166893,0,0,0,0,0,0,0,0,0,0,0,0,0
70,867,1252,kirktrue, Thursday,23,2,0,44,9,63,0,1,1,1,1,4,4,1,5,5,5,3,63,15,33,17,10,15,19,26,17,9,2,2,2,0.45,6,6,6,5,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0.00999999,0,0,0,0,0,0,0,0,0,0,0,0,0
71,867,1257,kirktrue, Thursday,23,1,0,44,72,72,1,1,1,1,1,1,1,1,4,4,4,4,72,9,9,8,0,54,7,8,8,0,1,1,1,6,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,867,1253,kirktrue, Thursday,23,2,0,44,4,31,0,1,1,1,1,1,1,1,3,3,3,3,31,7,9,8,0,15,7,8,8,0,1,1,1,1.67,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0000000429153,0,0,0,0,0,0,0,0,0,0,0,0,0
73,867,1258,kirktrue, Thursday,23,1,0,44,60,60,0,1,1,1,1,6,6,1,4,0,4,4,60,10,35,24,14,15,17,22,18,4,1,1,1,0.43,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,867,1248,kirktrue, Thursday,23,2,0,44,2,93,0,1,1,1,1,3,3,1,11,11,11,11,93,18,51,24,17,24,26,38,23,15,2,2,2,0.47,12,12,13,11,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000000119209,0,0,0,0,0,0,0,0,0,0,0,0,0
75,867,1255,kirktrue, Thursday,23,2,0,44,4,35,0,1,1,1,1,2,2,1,4,4,4,4,35,8,12,7,2,15,4,9,7,2,1,1,1,1.25,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,867,1254,kirktrue, Thursday,23,2,0,44,8,71,0,1,1,1,1,7,6,1,4,4,4,4,71,16,40,19,15,15,22,30,18,12,3,3,3,0.38,6,6,6,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000000476837,0,0,0,0,0,0,0,0,0,0,0,0,0
77,867,1247,kirktrue, Thursday,23,4,0,44,31,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-4,-4,-4,-4,-31,-8,-8,-7,0,-15,-6,-7,-7,0,-1,-1,-1,-1.88,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0
78,867,1250,kirktrue, Thursday,23,5,0,44,61,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-6,-6,-1,-4,0,-4,-4,-61,-10,-36,-25,-14,-15,-17,-22,-18,-4,-1,-1,-1,-0.42,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0
79,867,160,kirktrue, Thursday,23,25,7,44,16,818,1,1,1,1,1,4,4,1,123,121,123,121,818,173,576,213,247,69,284,423,211,212,9,9,10,0.12,138,138,139,123,2,4,59,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000000268221,0,0,0,0,0,0,0,0,0,0,0,0,0
80,867,161,kirktrue, Thursday,23,22,4,44,8,241,0,2,2,2,1,12,11,2,13,12,13,10,241,29,179,63,112,33,92,124,62,62,5,5,5,0.18,28,28,28,15,1,2,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000715256,0,0,0,0,0,0,0,0,0,0,0,0,0
81,867,188,kirktrue, Thursday,23,26,7,44,10,332,0,3,3,3,1,19,17,1,11,11,11,6,332,33,253,101,148,46,141,183,93,90,11,11,11,0.18,35,35,35,11,0,1,9,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000715256,0,0,0,0,0,0,0,0,0,0,0,0,0
82,867,237,kirktrue, Thursday,23,35,12,44,44,881,1,5,5,5,2,30,26,8,25,25,25,16,881,86,674,201,467,121,342,486,197,289,33,33,34,0.18,135,133,138,55,0,1,22,8,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000715256,0,0,0,0,0,0,0,0,0,0,0,0,0
83,868,1257,kirktrue, Friday,0,2,0,20,111,137,0,1,1,1,1,1,1,1,4,4,4,4,137,13,9,8,0,115,7,8,8,0,1,1,1,12.78,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4,0,0,0,61,0,0,0,0,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0
84,869,1253,kirktrue, Friday,0,3,0,22,44,75,0,1,1,1,1,1,1,1,3,3,3,3,75,11,11,10,0,53,9,10,10,0,1,1,1,4.82,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,2,2,0,38,2,2,2,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0
85,869,1258,kirktrue, Friday,0,2,0,22,0,60,0,1,1,1,1,6,6,1,4,0,4,4,60,10,35,24,14,15,17,22,18,4,1,1,1,0.43,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000715256,0,0,0,0,0,0,0,0,0,0,0,0,0
86,870,1257,kirktrue, Friday,0,3,0,27,5,142,0,1,1,1,1,1,1,1,4,4,4,4,142,13,9,8,0,120,7,8,8,0,1,1,1,13.33,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0
87,870,1258,kirktrue, Friday,0,3,0,27,34,38,0,1,1,1,1,7,7,1,1,0,1,1,38,6,11,7,5,21,5,7,6,1,1,1,1,1.91,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-3,0,-3,-3,-22,-4,-24,-17,-9,6,-12,-15,-12,-3,0,0,0,1.48,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0
88,870,161,kirktrue, Friday,0,23,4,27,5,244,0,2,2,2,1,12,11,2,13,12,13,10,244,29,182,66,113,33,95,127,65,62,5,5,5,0.18,28,28,28,15,1,2,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,0,3,3,3,0,0,0,0,0.00000000715256,0,0,0,0,0,0,0,0,0,0,0,0,0
89,871,631,kirktrue, Friday,0,12,3,35,4,392,0,1,1,1,1,5,4,1,36,36,36,36,392,58,214,84,128,120,117,174,83,91,16,16,16,0.56,56,56,56,36,0,15,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000238419,0,0,0,0,0,0,0,0,0,0,0,0,0
90,871,1245,kirktrue, Friday,0,6,1,35,53,141,1,3,3,3,1,15,12,1,5,5,5,5,141,30,74,20,42,37,34,56,20,36,12,12,12,0.5,17,17,17,9,0,0,2,0,4,2,0,0,0,0,0,0,0,-2,-1,0,0,0,0,0,17,1,-6,-1,-6,22,-3,-5,-1,-4,0,0,0,0.31,-2,-2,-2,0,0,0,1,0,0,-1,0,0,0
91,871,1260,kirktrue, Friday,0,1,0,35,69,69,1,1,1,1,1,5,5,1,3,3,3,3,69,11,22,9,9,36,10,16,9,7,3,3,3,1.64,5,5,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,871,1246,kirktrue, Friday,0,6,1,35,45,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-5,-5,-1,-3,-3,-3,-3,-45,-10,-20,-7,-9,-15,-8,-14,-7,-7,-3,-3,-3,-0.75,-5,-5,-5,-3,0,0,0,0,-1,0,0,0,0
93,871,160,kirktrue, Friday,0,26,7,35,4,818,0,1,1,1,1,4,4,1,123,121,123,121,818,173,576,213,247,69,284,423,211,212,9,9,10,0.12,138,138,139,123,2,4,59,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000000268221,0,0,0,0,0,0,0,0,0,0,0,0,0
94,872,1251,kirktrue, Friday,0,4,0,38,8,61,0,1,1,1,1,4,4,1,4,4,4,4,61,13,26,15,6,22,14,19,13,6,1,1,1,0.85,4,4,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,7,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0
95,872,1252,kirktrue, Friday,0,3,0,38,16,75,0,1,1,1,1,4,4,1,5,5,5,3,75,15,35,19,10,25,21,28,19,9,2,2,2,0.71,6,6,6,5,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,2,2,0,10,2,2,2,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0
96,872,1255,kirktrue, Friday,0,3,0,38,7,42,0,1,1,1,1,2,2,1,4,4,4,4,42,9,12,7,2,21,4,9,7,2,1,1,1,1.75,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,6,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
97,872,1254,kirktrue, Friday,0,3,0,38,12,79,0,1,1,1,1,7,6,1,4,4,4,4,79,16,40,19,15,23,22,30,18,12,3,3,3,0.57,6,6,6,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0
98,873,116,kirktrue, Friday,1,23,5,21,6,298,0,2,2,2,1,10,9,1,17,17,17,7,298,42,230,104,128,26,126,165,96,69,9,9,10,0.11,39,39,42,20,0,5,9,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,-1,-1,0,-2,-2,-1,-1,0,0,0,-0.000000000596046,0,0,0,0,0,0,-1,0,0,0,0,0,0
99,873,119,kirktrue, Friday,1,11,2,21,2,133,0,1,1,1,1,9,9,2,7,7,7,2,133,17,93,46,45,23,52,61,39,22,2,2,2,0.25,8,8,8,7,0,2,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,873,122,kirktrue, Friday,1,15,3,21,2,108,0,1,1,1,1,7,7,2,7,7,7,2,108,15,69,33,29,24,30,39,27,12,2,2,2,0.35,8,8,8,7,0,1,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000000596046,0,0,0,0,0,0,0,0,0,0,0,0,0
101,501,237,Janne Hietamäki, Friday,8,36,12,84,20,909,1,5,4,5,2,28,24,8,28,28,28,16,909,91,697,203,482,121,349,498,200,298,33,33,34,0.17,140,138,143,58,0,2,22,11,6,1,2,1,0,0,-1,0,0,-2,-2,0,3,3,3,0,28,5,23,2,15,0,7,12,3,9,0,0,0,-0.01,5,5,5,3,0,1,0,3,0,0,0,0,0
102,502,237,Janne Hietamäki, Friday,8,37,12,40,2,909,1,5,4,5,2,28,24,8,28,28,28,16,909,91,697,203,482,121,349,498,200,298,33,33,34,0.17,140,138,143,58,0,2,22,11,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000178814,0,0,0,0,0,0,0,0,0,0,0,0,0
103,503,237,Janne Hietamäki, Friday,12,38,12,120,2,909,1,5,4,5,2,28,24,8,28,28,28,16,909,91,697,203,482,121,349,498,200,298,33,33,34,0.17,140,138,143,58,0,2,22,11,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000178814,0,0,0,0,0,0,0,0,0,0,0,0,0
104,504,286,Janne Hietamäki, Friday,12,9,3,48,6,115,0,1,1,1,1,4,4,2,12,10,12,12,115,22,68,28,29,25,29,48,25,23,3,3,4,0.37,18,18,19,16,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,659,1149,Bhupesh Bansal, Wednesday,16,1,0,65,241,241,1,2,2,3,1,11,10,1,14,14,14,9,241,30,172,63,96,39,87,129,65,64,8,8,9,0.23,38,38,47,22,0,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,660,224,Bhupesh Bansal, Thursday,17,13,3,34,334,421,1,2,2,2,1,8,6,3,28,29,30,25,421,62,275,113,153,84,139,201,105,96,9,9,9,0.31,58,58,60,32,1,13,6,5,4,0,0,0,0,0,0,0,0,1,-1,1,9,11,11,7,152,25,88,32,50,39,44,62,28,34,4,4,3,0.07,18,18,16,8,0,4,4,4,2,0,0,0,0
107,661,1154,Bhupesh Bansal, Thursday,17,1,0,62,502,279,1,1,1,1,1,6,5,1,21,21,21,21,279,38,153,80,78,88,65,84,61,23,3,3,3,0.58,24,24,24,21,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,661,1155,Bhupesh Bansal, Thursday,17,1,0,62,350,353,0,2,2,2,1,25,21,2,12,12,12,8,353,50,272,115,194,31,167,198,99,99,3,3,3,0.11,28,28,28,16,0,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,661,1144,Bhupesh Bansal, Thursday,17,3,2,62,78,183,1,3,3,3,1,22,17,1,6,6,6,5,182,28,116,33,71,38,48,74,29,45,7,7,7,0.33,20,20,20,6,0,1,1,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,661,707,Bhupesh Bansal, Thursday,17,2,0,62,8,29,0,2,2,2,2,6,6,1,2,2,2,2,29,4,18,7,8,7,7,12,7,5,3,3,3,0.39,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,661,149,Bhupesh Bansal, Thursday,17,6,2,62,10,31,1,0,0,0,0,0,0,1,0,0,0,0,31,3,13,12,10,15,11,12,12,0,0,0,0,1.15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,661,710,Bhupesh Bansal, Thursday,17,4,1,62,181,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,661,161,Bhupesh Bansal, Thursday,17,24,4,62,30,225,0,2,2,2,1,11,10,2,13,12,13,10,225,29,163,58,100,33,86,118,57,61,5,5,5,0.2,28,28,28,15,1,2,5,1,2,0,0,0,2,0,0,0,0,-1,-1,0,0,0,0,0,-19,0,-19,-8,-13,0,-9,-9,-8,-1,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
114,661,164,Bhupesh Bansal, Thursday,17,8,1,62,2,139,1,1,1,1,1,11,11,1,6,6,6,6,139,13,105,50,51,21,67,78,41,37,4,4,4,0.2,10,10,10,6,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,661,168,Bhupesh Bansal, Thursday,17,7,1,62,2,71,0,1,1,1,1,4,4,1,4,4,4,3,71,13,36,23,11,22,24,29,20,9,1,1,1,0.61,4,4,4,4,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,661,720,Bhupesh Bansal, Thursday,17,7,2,62,2,222,0,4,4,5,2,41,32,1,4,4,4,2,221,45,163,52,107,13,114,136,50,86,8,8,9,0.08,19,19,20,8,0,1,4,0,4,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,661,650,Bhupesh Bansal, Thursday,17,5,1,62,11,52,0,3,1,3,1,12,12,1,2,2,2,2,52,5,40,18,18,7,21,25,16,9,5,2,5,0.17,6,3,6,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,661,711,Bhupesh Bansal, Thursday,17,11,3,62,408,242,0,1,1,1,1,6,6,1,14,14,14,3,242,25,130,68,57,87,67,84,44,40,10,5,10,0.67,26,21,26,16,0,0,3,2,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,661,1156,Bhupesh Bansal, Thursday,17,1,0,62,295,295,0,3,3,3,1,32,25,1,7,7,7,1,295,43,208,96,131,45,120,147,73,74,7,7,7,0.22,26,26,26,7,0,0,4,0,4,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,661,188,Bhupesh Bansal, Thursday,17,27,7,62,28,348,1,3,3,3,1,20,17,1,11,11,11,6,348,39,263,105,156,46,147,192,97,95,11,11,11,0.17,38,38,38,11,0,1,8,3,3,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,16,6,10,4,8,0,6,9,4,5,0,0,0,-0.01,3,3,3,0,0,0,-1,0,1,0,0,0,0
121,661,596,Bhupesh Bansal, Thursday,17,5,1,62,6,81,0,1,1,1,1,6,5,1,4,4,4,4,81,12,36,19,12,33,21,26,14,12,1,1,1,0.92,4,4,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,661,211,Bhupesh Bansal, Thursday,17,11,3,62,252,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-1,-10,-9,-2,-16,-16,-16,-14,-252,-31,-189,-71,-100,-32,-91,-142,-73,-69,-10,-10,-10,-0.17,-44,-44,-47,-23,0,-1,-6,-2,-4,0,0,0,0
123,661,230,Bhupesh Bansal, Thursday,17,14,1,62,3,386,0,2,2,2,1,20,18,5,13,12,13,11,386,47,309,139,197,30,187,226,128,98,8,8,8,0.1,31,31,31,13,1,1,18,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,661,712,Bhupesh Bansal, Thursday,17,4,1,62,37,135,0,2,2,2,1,9,8,1,6,6,6,3,135,14,67,26,28,54,28,44,24,20,3,3,3,0.81,13,13,15,8,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,661,237,Bhupesh Bansal, Thursday,17,39,12,62,2,893,0,5,5,5,2,28,24,8,27,27,27,16,893,90,682,202,473,121,346,492,199,293,33,33,34,0.18,137,135,140,57,0,2,22,10,6,1,2,1,0,0,1,0,0,0,0,0,-1,-1,-1,0,-16,-1,-15,-1,-9,0,-3,-6,-1,-5,0,0,0,0.01,-3,-3,-3,-1,0,0,0,-1,0,0,0,0,0
126,661,1147,Bhupesh Bansal, Thursday,17,2,1,62,9,68,0,1,1,1,1,5,5,1,4,4,4,4,67,9,29,13,13,29,15,20,10,10,2,2,2,1,6,6,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-3,0,-3,1,-2,0,0,-2,0,-2,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
127,662,1158,Bhupesh Bansal, Friday,14,1,0,80,63,63,0,1,1,1,1,5,4,1,3,3,3,3,63,9,21,13,8,33,13,17,13,4,1,1,1,1.57,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,663,1160,Bhupesh Bansal, Monday,17,1,1,48,49,49,0,1,1,1,1,1,1,1,1,1,1,1,49,4,6,5,0,39,4,5,5,0,1,1,1,6.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,663,1154,Bhupesh Bansal, Monday,17,2,1,48,22,291,0,1,1,1,1,6,5,1,21,21,21,21,291,38,159,85,79,94,66,85,62,23,3,3,3,0.59,24,24,24,21,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,5,1,6,1,1,1,0,0,0,0,0.00999997,0,0,0,0,0,0,0,0,0,0,0,0,0
130,663,1155,Bhupesh Bansal, Monday,17,2,1,48,75,390,0,2,2,2,1,26,22,2,13,13,13,8,390,56,298,129,207,36,181,214,106,108,5,5,5,0.12,32,32,32,17,0,1,3,5,3,3,1,0,0,0,0,0,0,1,1,0,1,1,1,0,37,6,26,14,13,5,14,16,7,9,2,2,2,0.01,4,4,4,1,0,0,1,1,1,0,1,0,0
