@relation '123d-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute commit_id numeric
@attribute commit_hour numeric
@attribute changed_LOC numeric
@attribute CountLineCodeDecl numeric
@attribute Delta_CountLineCodeExe numeric
@attribute Delta_CountStmt numeric
@attribute Delta_CountDeclClassVariable numeric
@attribute s16 numeric
@attribute s24 numeric
@attribute s56 numeric
@attribute s61 numeric
@attribute s62 numeric
@attribute s113 numeric
@attribute s137 numeric
@attribute s487 numeric
@attribute s578 numeric
@attribute s668 numeric
@attribute s726 numeric
@attribute s863 numeric
@attribute s913 numeric
@attribute s914 numeric
@attribute s952 numeric
@attribute s1023 numeric
@attribute s1054 numeric
@attribute s1125 numeric
@attribute s1131 numeric
@attribute s1145 numeric
@attribute s1165 numeric
@attribute s1473 numeric
@attribute s1484 numeric
@attribute s1884 numeric
@attribute s2221 numeric
@attribute s2276 numeric
@attribute s2337 numeric
@attribute s2420 numeric
@attribute s2426 numeric
@attribute s2555 numeric
@attribute s2606 numeric
@attribute s2789 numeric
@attribute s3917 numeric
@attribute s4015 numeric
@attribute s4256 numeric
@attribute s4329 numeric
@attribute s4634 numeric
@attribute s5843 numeric
@attribute bug_introducing {0,1}

@data
874,17,7,105,2,3,0,1,0,0,0,0,0,15,1,0,0,15,15,0,1,0,3,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,17,2,47,1,1,0,1,0,0,0,0,0,1,0,0,0,4,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
874,17,24,38,10,9,0,1,0,0,0,0,0,1,0,0,0,3,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
874,17,37,35,17,24,0,1,0,0,0,0,0,6,0,0,0,0,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
874,17,10,22,2,4,0,1,0,0,1,0,0,7,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
874,17,2,10,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
874,17,6,11,0,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,17,21,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,17,12,10,5,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0
874,17,6,10,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,17,13,59,6,3,0,1,0,0,0,0,0,11,0,0,0,1,7,2,1,7,6,0,0,1,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
874,17,21,105,0,0,0,2,0,0,0,0,0,17,1,0,0,6,10,0,1,4,2,0,0,0,3,4,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
874,17,4,48,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,17,14,62,0,0,0,0,0,0,0,0,0,25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
499,7,54,215,6,9,0,3,0,0,0,0,0,18,0,0,0,42,8,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
499,7,6,51,0,0,0,1,0,0,0,0,0,9,1,0,0,11,9,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
505,8,5,25,0,0,0,1,0,0,0,0,0,2,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,9,59,206,7,3,0,3,0,0,1,0,0,76,0,0,0,5,59,0,11,7,58,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,15,895,1594,0,0,0,0,0,0,0,0,0,317,0,0,0,25,108,0,30,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
509,15,3562,1508,-107,0,0,0,0,0,0,0,0,899,0,0,0,49,186,0,30,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
510,11,8,30,0,0,0,1,0,0,1,0,0,6,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
510,11,15,101,-3,-7,0,2,0,0,1,0,0,17,1,0,0,6,9,0,1,4,2,0,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
510,11,19,57,0,0,0,1,0,0,1,0,0,14,0,0,0,9,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
510,11,14,112,0,0,0,1,0,0,1,0,0,24,0,0,0,37,23,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
513,9,10,212,-3,-6,0,3,0,0,0,0,0,15,0,0,0,42,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
875,17,3,22,0,0,0,1,0,0,1,0,0,7,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1
875,17,11,19,2,5,0,1,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,17,13,24,3,8,0,1,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,17,3,12,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
875,17,15,26,3,8,0,1,0,0,0,0,0,2,0,0,0,1,5,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,12,4,60,-7,-9,0,0,0,0,0,0,0,23,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,18,12,113,-2,-2,0,1,0,0,0,0,0,33,0,1,3,44,16,0,2,17,15,0,0,7,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
667,18,3,13,0,0,0,1,2,0,0,0,0,1,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,18,212,60,0,0,0,2,0,0,0,0,0,4,0,0,0,8,8,0,0,16,12,0,8,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
667,18,6575,1972,0,0,0,0,0,0,0,0,0,794,0,0,0,76,274,0,60,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,72,2,0,0,0,1
667,18,3562,1594,107,0,0,0,0,0,0,0,0,899,0,0,0,49,180,0,30,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
667,18,5,19,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
667,18,129,44,0,0,0,0,0,0,0,0,0,10,0,0,0,4,4,0,0,12,4,0,0,0,10,0,0,0,2,0,2,0,0,0,0,0,4,0,6,0,8,0,0,1
668,16,39,73,29,18,0,1,0,0,0,0,0,4,0,0,0,4,4,0,0,10,6,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
668,16,121,1987,39,47,1,0,0,0,0,0,0,407,0,0,0,40,139,0,30,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,1,0,0,0,1
668,16,4,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
668,16,112,78,51,55,0,0,0,0,0,0,0,15,0,0,0,6,12,0,0,12,8,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,14,0,3,0,6,0,0,1
669,19,37,84,24,16,0,1,0,0,2,0,0,5,0,0,0,4,4,0,0,11,6,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
669,19,26,86,16,16,0,0,0,0,2,0,0,12,0,0,0,6,7,0,0,13,7,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,9,0,3,0,4,0,0,0
671,16,613,1833,-239,-288,-8,0,0,0,1,0,0,402,0,0,0,40,142,0,34,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,0,0,0,0,0
671,16,22,91,11,7,0,0,0,0,1,0,0,15,0,0,0,7,7,0,0,13,6,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,10,0,3,0,4,0,0,0
518,19,13,30,-9,-7,0,1,0,0,1,0,0,6,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,19,36,110,20,17,0,2,0,0,1,0,0,22,1,0,0,8,9,0,1,4,2,0,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
519,20,1,30,1,1,0,1,0,0,0,0,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,20,10,112,7,4,0,2,0,0,0,0,0,19,1,0,0,7,9,0,1,6,2,0,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
520,20,3,30,-1,-1,0,1,0,0,0,0,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
672,21,649,1753,-88,-103,-2,0,0,0,0,0,0,400,0,0,0,47,137,0,40,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,2,0,0,0,1
672,21,140,135,63,65,0,0,0,0,0,0,0,27,0,0,0,8,9,0,0,18,8,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,15,0,11,0,6,0,0,1
521,10,4,30,1,1,0,1,0,0,0,0,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,10,32,116,3,1,0,6,0,0,0,0,0,19,1,0,0,9,9,0,1,5,2,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
521,10,16,57,0,0,0,1,0,0,0,0,0,14,0,0,0,9,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
521,10,4,112,0,0,0,1,0,0,0,0,0,22,0,0,0,36,22,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
522,10,6,112,0,0,0,1,0,0,0,0,0,20,0,0,0,38,24,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,15,50,218,8,12,0,3,0,0,0,0,0,15,0,0,0,42,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
524,15,2,30,0,0,0,1,0,0,0,0,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,15,11,116,3,0,0,4,0,0,0,0,0,18,1,0,0,8,9,0,1,5,2,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,15,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,17,12,31,5,5,0,1,0,0,0,0,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,17,1,115,0,0,0,2,0,0,0,0,0,17,2,0,0,5,8,0,1,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
523,17,10,75,0,0,0,2,0,0,0,0,0,11,13,0,0,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,17,6,126,171,166,0,2,0,0,0,0,1,23,0,0,0,9,8,2,1,10,7,0,0,3,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
523,17,6,30,-5,-5,0,1,0,0,0,0,0,5,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,17,6,116,-3,0,0,4,0,0,0,0,0,18,1,0,0,8,9,0,1,5,2,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,17,75,22,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,17,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,17,10,75,0,0,0,2,0,0,0,0,0,11,13,0,0,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,17,6,126,0,0,0,2,0,0,0,0,1,23,0,0,0,9,8,2,1,10,7,0,0,3,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
526,17,6,31,5,5,0,1,0,0,0,0,0,5,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,17,6,116,3,0,0,4,0,0,0,0,0,17,1,0,0,8,9,0,1,5,2,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,17,75,22,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
526,17,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,17,2,31,0,0,0,1,0,0,0,0,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,17,2,31,-1,-1,0,1,0,0,0,0,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,18,201,135,126,90,0,1,0,0,0,0,0,26,0,0,0,6,12,0,0,16,10,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
673,18,18,135,2,2,0,0,0,0,0,0,0,22,0,0,0,7,8,0,0,15,7,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,12,0,7,0,5,0,0,1
674,15,36,137,5,4,0,1,0,0,1,0,0,23,0,0,0,4,10,0,0,13,7,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
674,15,22,133,1,-1,0,0,0,0,1,0,0,23,0,0,0,7,10,0,0,15,7,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,12,0,3,0,5,0,0,0
529,16,1,31,0,0,0,1,0,0,0,0,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,16,1,31,1,1,0,1,0,0,0,0,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,19,106,138,-13,1,0,1,0,0,0,0,0,28,0,0,0,6,8,0,0,13,7,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
675,19,46,134,6,4,0,0,0,0,0,0,0,22,0,0,0,7,14,0,0,15,7,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,12,0,3,0,5,0,0,1
676,21,76,134,-4,-13,0,1,0,0,0,0,0,19,0,0,0,5,8,0,0,13,7,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
676,21,36,140,11,5,0,0,0,0,0,0,0,22,0,0,0,7,11,0,0,15,7,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,12,0,3,0,5,0,0,1
677,23,82,123,-18,-12,0,1,0,0,0,0,0,15,0,0,0,5,8,0,0,13,6,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1
677,23,425,1725,-63,-88,-2,0,0,0,0,0,0,394,0,0,0,40,131,0,40,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,3,0,12,0,1
677,23,103,132,-18,-11,0,0,0,0,0,0,0,23,0,0,0,7,11,0,0,15,7,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,14,0,3,0,5,2,0,1
678,1,18,124,-2,-1,0,21,0,0,0,0,0,9,0,0,0,4,8,0,0,13,5,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
678,1,19,131,-4,-5,0,2,0,0,0,0,0,21,0,0,0,7,11,0,0,15,7,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,12,0,3,0,5,1,0,1
679,2,50,118,-4,-9,0,1,0,0,0,0,0,9,0,0,0,4,8,0,0,13,5,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
679,2,67,120,-4,-7,1,0,0,0,0,0,0,18,0,0,0,7,13,0,0,15,7,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,12,0,3,0,7,1,0,1
665,14,30,51,11,17,1,1,0,0,1,0,0,6,0,0,0,7,11,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
665,14,31,218,-4,-2,0,3,0,0,1,0,0,16,0,0,0,42,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
665,14,10,58,2,-1,0,1,0,0,1,0,0,13,0,0,0,2,8,2,1,7,6,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,14,9,65,0,0,0,1,0,0,1,0,0,4,0,0,0,16,12,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,14,7,121,0,3,0,1,0,0,0,0,0,9,0,0,0,4,7,0,0,13,5,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
685,14,4,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
685,14,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
685,14,7,120,0,0,0,0,0,0,0,0,0,18,0,0,0,7,10,0,0,15,7,0,2,0,5,0,0,0,1,0,1,0,0,0,0,0,10,0,3,0,4,1,0,0
686,15,56,127,3,0,0,3,0,0,1,0,0,9,0,0,0,12,7,0,2,13,11,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
686,15,119,131,6,-1,0,2,0,0,1,0,0,18,0,0,0,7,14,0,2,19,7,0,1,0,5,0,0,0,1,0,3,0,0,0,0,0,12,0,9,0,6,1,0,1
680,16,16,61,1,3,0,1,0,0,0,0,0,12,0,0,0,2,8,2,1,7,6,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,16,54,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
680,16,48,4,-24,-23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
680,16,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
681,16,12,129,0,0,0,1,1,0,0,0,0,6,0,0,0,6,10,0,1,10,8,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
681,16,111,128,-1,-2,0,1,0,0,0,0,0,9,0,0,0,12,7,0,0,13,13,0,12,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0
682,16,6,50,-2,0,0,1,0,0,0,0,0,2,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,11,47,126,0,6,0,12,0,0,1,0,0,13,0,0,0,4,7,0,1,13,5,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,1
687,11,137,1737,42,46,1,1,0,0,1,0,0,368,0,0,0,38,119,0,32,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,3,0,6,0,1
687,11,12,132,5,5,0,11,0,0,1,0,0,22,0,0,0,7,10,0,1,15,7,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,10,0,3,0,4,1,0,0
683,14,8,85,0,0,0,2,0,0,0,0,0,1,0,0,0,7,3,0,1,10,16,0,3,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,14,2,51,0,0,0,1,0,0,0,0,0,4,0,0,0,6,9,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,14,8,71,0,0,0,1,0,0,0,0,0,8,0,0,0,5,18,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,14,3,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,14,5,105,-26,-12,0,2,0,0,0,0,0,19,1,0,0,6,9,0,1,4,2,0,0,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,14,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,14,40,64,8,7,0,5,0,0,0,0,0,19,0,0,0,34,6,0,1,17,7,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1
683,14,38,114,2,1,0,1,0,0,0,0,0,34,0,1,3,54,22,0,2,17,17,0,0,7,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
690,18,1,132,0,0,0,1,0,0,0,0,0,20,0,0,0,7,10,0,1,15,7,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,10,0,3,0,4,1,0,0
684,23,15,116,5,6,1,1,0,0,0,0,0,34,0,1,5,44,18,0,2,19,15,0,0,7,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
688,15,197,109,-10,-17,1,1,0,0,0,0,0,34,0,1,4,75,23,0,2,26,15,0,0,11,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
532,1,4,88,0,0,0,12,0,0,0,0,0,110,0,0,3,13,7,0,1,15,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,39,63,0,0,0,11,0,0,0,0,0,119,0,0,0,2,5,0,1,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,8,40,0,0,0,11,0,0,0,0,0,1,0,0,0,6,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,28,68,0,0,0,11,0,0,0,0,0,16,0,0,0,6,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,471,1620,71,224,5,1,0,0,0,0,0,1353,0,0,0,25,124,0,30,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,26,69,0,0,0,11,1,0,0,0,0,11,0,0,0,7,1,0,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,23,17,0,0,0,12,0,0,0,0,0,16,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
532,1,1,12,0,0,0,11,0,0,0,0,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,17,60,0,0,0,1,0,0,0,0,0,12,0,0,0,2,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,26,82,0,0,0,11,11,0,0,0,1,16,0,0,0,1,3,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,3,21,0,0,0,11,0,0,0,0,0,1,0,0,0,2,1,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,2,17,0,0,0,16,0,0,0,0,0,13,0,0,1,1,0,0,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,9,40,0,0,0,14,0,0,0,0,1,18,0,0,2,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
532,1,44,121,10,9,0,12,0,0,0,0,0,117,2,0,0,5,12,0,1,3,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,1
532,1,4,47,0,0,0,11,0,0,0,0,0,13,0,0,0,1,3,0,1,10,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,4,70,97,138,1,11,0,0,0,0,0,118,0,0,0,41,3,0,1,9,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,20,61,0,0,0,12,0,0,0,0,0,17,0,0,0,5,5,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,4,67,0,0,0,11,0,0,0,0,0,115,0,0,18,6,3,0,1,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
